ALTURAS MAIN,,,,,,,
INVENTORY VALUATION REPORT,,,,,,,
"AS OF DECEMBER 31, 2021",,,,,,,
ITEM CODE,VARIANT CODE,DESCRIPTION,UOM, QUANTITY , COST W/O VAT , TOTAL COST ,
100767,,MINOLA PREM COCONUT OIL TP 6x2/925ML Sv25,PACK,1,206.9122,206.9122,
100770,,BNY BS WOMEN CHILLOUT WEDNESDAY 48x30ML,PCS,-1,361.65179,-361.65179,
100771,,BNY BS WOMEN FEEL GOOD THURSDAY 48x30ML,PCS,1,42.70667,42.70667,
100773,,BNY BS WOMEN CASUAL SATURDAY 48x30ML,PCS,1,42.70571,42.70571,
100774,,BNY BS WOMEN LAZY SUNDAY 48x30ML,PCS,1,42.70536,42.70536,
100776,,HAMMERHEAD BSW LV POTN OBSESSION 64x30ML,PCS,1,35.41941,35.41941,
100777,,HAMMERHEAD BSW LV POTN SEDUCTION 64x30ML,PCS,1,35.42,35.42,
100781,,HAMMERHEAD GET FUELED CLIFF HANGER 24x100ML,PCS,4,76.11667,304.46668,
100782,,HAMMERHEAD GET FUELED RACE DEVIL 24x100ML,PCS,-4,76.115,-304.46,
100784,,BEAUTY LABO A7 CREAMY ASH 24s,PCS,6,192.05357,"1,152.32",
100785,,BEAUTY LABO B8 PURE BEIGE 24s,PCS,9,192.05357,"1,728.48",
100786,,BEAUTY LABO HY9 HONEY BLONDE 24s,PCS,3,192.05357,576.16071,
100791,,BEAUTY LABO N9 NATURAL BLONDE 24s,PCS,5,192.05357,960.26785,
100792,,ENFAMAMA Aplus CHOCO BIB 350G,BOX,249,302.47693,"75,316.76",
100794,,BEAUTY LABO R7 RASPBERRY PINK 24s,PCS,6,192.05357,"1,152.32",
100801,,ENFAGROW A+ KID/FOUR 350G,BOX,21,298.5878,"6,270.34",
100803,,1002 HEART MOULDER,PCS,1,60.71,60.71,
100806,,YL093 BENTO SET HK BOX,SET,9,174.55364,"1,570.98",
100809,,STREPSILS HONEY LEMON 12x2s,PACK,-8,13.70908,-109.67264,
100810,,STREPSILS COOL 12x2s,PACK,5,80.23214,401.1607,
100811,,DUREX CONDOMS LOVE 24x3s,BOX,11,37.0625,407.6875,
100814,,MILO CEREAL BAR 24x23.5G,PCS,45,16.23214,730.4463,
100815,,NESTLE ALL PURPOSE CREAM 60x125ML,PCS,285,29.20567,"8,323.62",
100817,,BAYGON INSECT SPRAY KB GREEN 36/250ML,BOT,54,75.20759,"4,061.21",
100818,,BAYGON INSECT SPRAY KB GREEN 24/500ML,BOT,35,132.52604,"4,638.41",
100820,,BAYGON INSECT SPRAY WATER BASED 36/250ML,BOT,-5,78.78919,-393.94595,
100821,,BAYGON INSECT SPRAY WATER BASED 24/500ML,BOT,24,132.52604,"3,180.62",
100824,,BAYGON MULTI INSCT KILLER AERO WB 12/300ML,PCS,25,143.24926,"3,581.23",
100825,,BAYGON MULTI INSCT KILLER AERO WB 12x500ML,PCS,21,207.80134,"4,363.83",
100826,,BAYGON MULTI INSECT KILLER AERO WB 12x600ML,PCS,28,240.03943,"6,721.10",
100828,,BAYGON COCKROACH KILLER AEROSOL 12/300ML,PCS,22,143.27307,"3,152.01",
100829,,BAYGON COCKROACH KILLER AEROSOL 12x450/500ML,PCS,23,207.80134,"4,779.43",
100830,,BAYGON 24 HOUR ROACH KILLER 24/6,PCS,290,154.0785,"44,682.77",
100832,,RACUMIN PASTE 120X100G,BOX,157,89.65685,"14,076.13",
100833,,RACUMIN BAIT 180/50G,BOX,79,45.04499,"3,558.55",
100834,,RACUMIN BAIT 120/100G,BOX,119,70.04814,"8,335.73",
100835,,RACUMIN BAIT  60/200G,BOX,60,119.89688,"7,193.81",
100836,,BLATTANEX COCKROACH GEL 72x12G,PCS,135,211.16815,"28,507.70",
100841,,BAYGON MULTI INSECT KILLER KB 12/500ML,PCS,16,207.80134,"3,324.82",
100842,,BAYGON MULTI INSECT KILLER KB 12/600ML,PCS,26,240.03943,"6,241.03",
100846,,BAYGON FLY PAPER 50sheet,PCS,642,18.94263,"12,161.17",
100865,,TENTAY NIPA SAP VINEGAR 24/350ML,BOT,24,11.67857,280.28568,
100866,,TENTAY NIPA SAP VINEGAR 12/1L,BOT,30,27.8006,834.018,
100867,,TENTAY NIPA SAP VINEGAR 6/2L,BOT,6,51.89667,311.38002,
100870,,TENTAY BANANA KETCHUP 12/1L,BOT,24,22.08958,530.14992,
100871,,TENTAY BANANA KETCHUP 4/1GAL,GAL,-24,86.97321,"-2,087.36",
100872,,TENTAY SOY SAUCE 24/350ML,BOT,26,12.41815,322.8719,
100873,,TENTAY SOY SAUCE 20/500ML,BOT,17,18.97768,322.62056,
100877,,TENTAY PATIS SPECIAL 24/350ML,BOT,4,23.53423,94.13692,
100879,,TENTAY PATIS SPECIAL 12/1L,BOT,1,56.70238,56.70238,
100882,,TENTAY PATIS FLAVOR 24/350ML,BOT,-5,15.19643,-75.98215,
100884,,TENTAY PATIS FLAVOR 12/750ML,BOT,1,20.61583,20.61583,
100888,,CLASSIC PETALS TOOTHPICK 576/550stick,BOX,"4,137.00",4.7495,"19,648.68",
100897,,FAMILYS CHOICE SWTND COCOA 200/100G,PACK,71,12.77679,907.15209,
100898,,FAMILYS CHOICE SWTND COCOA 40/500G,PACK,86,60.26786,"5,183.04",
100899,,CERES MURIATIC ACID READY MIX 24x250ML,BOT,25,14.78571,369.64275,
100901,,CERES MURIATIC ACID PURE 460ML,BOT,14,24.64286,345.00004,
100902,,CERES MURIATIC ACID PURE 960ML,BOT,11,39.64286,436.07146,
100904,,CERES MURIATIC ACID READY MIX 960ML,BOT,13,32.5,422.5,
100905,,CERES MURIATIC ACID READY MIX 6x1/2GAL,½GAL,6,63.21429,379.28574,
100911,,CERES ACEITE DE ALCAMPORADO 144x25ML,BOT,173,8.92857,"1,544.64",
100912,,CERES ACEITE ALCAMPORADO 72x55ML,BOT,97,14.75,"1,430.75",
100913,,CERES ACEITE DE ALCAMPORADO 72x120ML,BOT,79,25.85714,"2,042.71",
100915,,CERES OIL OF WINTERGREEN 144x25ML,BOT,81,11.28571,914.14251,
100917,,CERES OIL OF WINTERGREEN 72x60ML,BOT,19,19.35694,367.78186,
100918,,CERES OIL OF WINTERGREEN 72x120ML,BOT,72,34.85714,"2,509.71",
100919,,CERES ACEITE DE MANZANILLA 144x25ML,BOT,61,8.92857,544.64277,
100920,,CERES HYDROGN PERXIDE V10 PL 72x120ML,PCS,2,8.85714,17.71428,
100927,,WHITE RABBIT 40/100s,PCS,"9,800.00",0.58147,"5,698.41",
100928,,KENDIMINT 40/100s,PCS,100,0.58147,58.147,
100935,,NIPS PORTA PACK 6/12/90G,PCS,27,28.40179,766.84833,
100937,,ABC SEEDLING BAGS 2.5x2.5x5 100s,PACK,1,22.545,22.545,
100938,,GREAT TASTE COFFEE GRANULES BP 48/25G,PACK,202,15.85714,"3,203.14",
100939,,GREAT TASTE COFFEE GRANULES BP 24/50G,PACK,21,31.51332,661.77972,
100940,,GREAT TASTE COFFEE GRANULES 24/100G,PACK,77,62.94624,"4,846.86",
100942,,BLEND 45 COFFEE BP 48/25G,PACK,1,13.97321,13.97321,
100950,,CAMEL SUKANG PUTI 4/3.8L,GAL,74,97.39955,"7,207.57",
100952,,CAMEL SOY SAUCE 12/1L,BOT,569,35.04241,"19,939.13",
100953,,CAMEL SOY SAUCE 6/1/2 GAL PLASTIC,½GAL,234,66.34077,"15,523.74",
100954,,CAMEL SOY SAUCE PLASTIC 4x1GAL,GAL,278,115.27902,"32,047.57",
100956,,ZIM CLEANSER FLORAL REFILL 48/350G,PACK,67,15.67504,"1,050.23",
100957,,ZIM CLEANSER FLORAL SCENT 24/500G,PCS,24,31.51488,756.35712,
100958,,ZIM CLEANSER CALAMANSI REFILL 48x350G,PACK,96,15.67504,"1,504.80",
100959,,ZIM CLEANSER CALAMANSI 48x350G,PCS,47,21.61496,"1,015.90",
100960,,ZIM CLEANSER FRESH CLEAN REF 48x350G,PACK,15,16.65842,249.8763,
100961,,ZIM GLASS CLEANER REGULAR REFILL 500ML,BOT,36,53.14353,"1,913.17",
100962,,ZIM LIQUID ZOSA 24/250ML,BOT,102,34.1968,"3,488.07",
100963,,ZIM LIQUID ZOSA 24/500ML,BOT,63,48.928,"3,082.46",
100964,,ZIM SCOURING PAD REG SM 75x100x7MM 72s,PCS,835,6.8376,"5,709.40",
100965,,ZIM SCOURING PAD MEDIUM 95X150X7MM 72s,PCS,431,12.375,"5,333.63",
100967,,COMARK NP REMOVER W/ACETONE 144/60ML,BOT,339,13.03503,"4,418.88",
100969,,COMARK NAILS CUTICLE REMOVER 216/60ML,BOT,89,5.9667,531.0363,
100977,,STAR MARGARINE SWEET BLEND  96/100G,PCS,-495,24.05831,"-11,908.86",
100978,,STAR MARGARINE SWEET BLEND 48/250G,PCS,2,54.03683,108.07366,
100982,,VITAL CHOCO KING BAR 24s,PACK,-6,18.71116,-112.26696,
100983,,VITAL COINS PEANUT MILK CHOCO 20s,PACK,-3,14.74911,-44.24733,
100984,,KNORR SINIGANG SA SAMP ORIG YLW 12/12/40G,PACK,"2,657.00",17.22247,"45,760.10",
100985,,BPOP 24x4x15G,PCS,28,32.82143,919.00004,
100986,,KNORR CRAB AND CORN 60/60G,PACK,109,39.29524,"4,283.18",
100989,,LC CHICKEN SPREAD BOT 24/220ML,BOT,241,76.61756,"18,464.83",
100990,,LC CHICKEN SPREAD 12/470ML,BOT,25,158.0439,"3,951.10",
100991,,LC TUNA SPREAD 12/470ML,BOT,2,158.04464,316.08928,
100992,,BEST FOODS SALAD SWICH MATE DOY 24/220ML,PACK,635,34.97917,"22,211.77",
100993,,BEST FOODS SALAD SANDWICH MATE 12/470ML,BOT,1,83.4814,83.4814,
100994,,TSUM TSUM HEART POP 360x10G,PCS,2,14.66071,29.32142,
100996,,BEST FOODS SALAD SANDWICH MATE 6/700ML,BOT,1,97.63,97.63,
101003,,BEST FOODS MAYO MAGIC 4/3.5L,GAL,3,400.96652,"1,202.90",
101004,,LC THOUSAND ISLAND DRESSING 24/236ML,BOT,48,88.70201,"4,257.70",
101005,,LC CAESAR DRESSING 24/236ML,BOT,-30,88.70201,"-2,661.06",
101010,,ALSA UNFLAVORED GULAMAN CRYSTAL 24x90G,PCS,-47,34.13,"-1,604.11",
101014,,SEOUL WHITE KOREA DBL WHITENING SOAP 36x60G,PCS,4,50.84833,203.39332,
101017,,3 ANGELS SPECIAL PINIPIG POLVORON 24s,PACK,2,56.25,112.5,
101018,,KNORR LIQUID SEASONING 4/3.8L,GAL,4,649.21429,"2,596.86",
101020,,TAIRU CULTURED MILK 24x233ML,PCS,724,29.31548,"21,224.41",
101029,,KNORR SINIGANG SAMPALOK W/GABI 12/12/22G,PCS,410,9.53571,"3,909.64",
101031,,OLIVIAS COFFEE ESTATE ROBUSTA FOIL 110G,PACK,-1,1.29464,-1.29464,
101033,,KNORR SHRIMP CUBES PANTRYPACK 72/60G,PCS,-50,26.55308,"-1,327.65",
101039,,FLAWLESSLY U OPC SOAP 16x8/65G wf SARD,PACK,2,69.29625,138.5925,
101040,,SKINWHITE LOT PPAYA MILK 28x100ML+TTB 50ML,PACK,1,39.99,39.99,
101045,,MAXI PEEL EXFOL SOL No3 36x60ML+30ML,PACK,1,46.65944,46.65944,
101046,,SNOWBEAR 100s,PCS,"337,981.00",0.5433,"183,625.08",
101050,,SILKA PAPAYA WHITENING LOTION 144/50ML,PCS,336,23.13938,"7,774.83",
101051,,SILKA PAPAYA WHITENING LOTION 48/200ML,PCS,113,70.69345,"7,988.36",
101054,,SILKA PAPAYA WHTNG SOAP BOX 288/25G,PCS,-2,6.54464,-13.08928,
101055,,SILKA PAPAYA WHITENING SOAP 96/90G,PCS,"1,078.00",20.22414,"21,801.62",
101056,,SILKA PAPAYA WHITENING SOAP 72/135G,PCS,878,25.32577,"22,236.03",
101058,,SILKA GREEN PAPAYA SOAP 96/90G,PCS,844,22.04613,"18,606.93",
101059,,SILKA GREEN PAPAYA SOAP 72/135G,PCS,691,27.69432,"19,136.78",
101060,,SILKA FACIAL CLEANSER PAPAYA 72/150ML,PCS,214,26.05456,"5,575.68",
101061,,SILKA FACIAL CLEANSER AVOCADO 144/75ML,PCS,52,16.58017,862.16884,
101062,,SILKA FACIAL CLEANSER AVOCADO 72/150ML,PCS,122,26.05456,"3,178.66",
101063,,SILKA FACIAL CLEANSER CLEAR 144/75ML,PCS,74,16.7624,"1,240.42",
101068,,DEFINE STYLING GEL SH CLEAR 144/50ML,PCS,123,8.7456,"1,075.71",
101072,,FORTUNE FILE FOLDER WHITE 14PTS LONG 100s,PCS,4,3.82143,15.28572,
101080,,COLUMBUS FOOD COLOR LEMON YELLOW 50/100s,PCS,-866,0.55876,-483.88616,
101081,,COLUMBUS FOOD COLOR GREEN 50/100s,PCS,"2,130.00",0.55875,"1,190.14",
101082,,COLUMBUS FOOD COLOR STRAWBERRY RED 50/100s,PCS,833,0.55875,465.43875,
101083,,COLUMBUS FOOD COLOR CHOCO BROWN 50/100s,PCS,"2,665.00",0.55875,"1,489.07",
101086,,FROOTY CHOCO POP 40/25s No 863,PACK,441,19.16987,"8,453.91",
101087,,FROOTY CHOCOLICIOUS 20+3s  NO 868,PACK,784,15.23911,"11,947.46",
101089,,SCHOCO CARAMEL 40/50s NO.960,PACK,8,20.58237,164.65896,
101091,,MONAMI BUTTER CREAM 40/50 NO.968,PACK,123,21.6317,"2,660.70",
101093,,CHERRY GUM 200PCS No 802,PACK,4,22.93676,91.74704,
101094,,SUPER BUBBLE GUM SINGLE 40/40s NO 832,PACK,1,22.60022,22.60022,
101096,,FLAT TOPS 100/10s,PACK,10,11.60714,116.0714,
101097,,CURLY TOPS 24/30s,PACK,72,34.15179,"2,458.93",
101098,,CURLY TOPS 96/12s,PACK,245,15.625,"3,828.13",
101099,,CURLY TOPS 48/24s,PACK,99,30.13393,"2,983.26",
101100,,CURLY TOPS 100/10s,PACK,604,11.60714,"7,010.71",
101110,,CAFE PURO ECONO PACK 48/50G,PACK,223,29.91071,"6,670.09",
101112,,CAFE PURO REGENCY CUP 24/50G,PCS,223,43.97321,"9,806.03",
101116,,FIBISCO PEANUT CRUNCH 12/600G,TIN,1,131.91964,131.91964,
101117,,FIBISCO BUTTER CRUNCH 12/600G,TIN,-1,124.55357,-124.55357,
101118,,FIBISCO BUTTER CRUNCH 36/200G,PACK,30,33.25893,997.7679,
101120,,FIBISCO CHOCOLATE CRUNCHIES 96/6s,PCS,106,16.29464,"1,727.23",
101121,,FIBISCO CHOCOLATE CHIPS 120/4s,PCS,180,8.70536,"1,566.96",
101125,,WHITE CASTLE 69 WHISKY 24x350ML,BOT,69,62.69866,"4,326.21",
101126,,WHITE CASTLE 69 WHISKY 12/700ML,BOT,10,116.54241,"1,165.42",
101127,,TOSKA VODKA 12/700ML,BOT,64,118.95685,"7,613.24",
101128,,MARIA CLARA SANGRIA 12/750ML,BOT,"1,150.00",131.03199,"150,686.79",
101130,,EL HOMBRE TEQUILA SILVER 12/700ML,BOT,63,140.69196,"8,863.59",
101132,,AXION PASTE LEMON 190G,CUP,162,23.50335,"3,807.54",
101135,,MILK MAN YOGURT DRINK ORIGINAL 16x6x100ML,PCS,703,5.96568,"4,193.87",
101136,,AXION PASTE LIME/KALAMANSI 24x350G,PCS,115,42.39025,"4,874.88",
101138,,MILK MAN YOGURT DRINK STRAWBERRY 16x6x100ML,PCS,-747,5.96568,"-4,456.36",
101144,,AXION DISH LIQ LIME/KALAMANSI 20x190ML,PCS,90,29.73571,"2,676.21",
101145,,AXION ULTRA LIQUID LEMON 250ML,PCS,9,44,396,
101148,,AXION PASTE LIME/KALAMANSI 48x190G,PCS,4,23.50335,94.0134,
101155,,MAXI PEEL EXFOL SOL No1 54x60ML wf SPC 15G,PACK,3,39.9937,119.9811,
101162,,PALMOLIVE NAT SHP ANTI DANDRUFF 24x180ML,BOT,10,78.3817,783.817,
101176,,PALMOLIVE NAT SOAP WHT+ORG PPAYA 72x80G,PCS,1,19.65,19.65,
101183,,CREAMSILK HC COLOR REVIVE 12x300ML,PCS,-27,192.24256,"-5,190.55",
101184,,PALMOLIVE NAT SOAP MOISTR SMTH GR 72x115G,PCS,21,27.32961,573.92181,
101185,,PALMOLIVE NAT SOAP IRR SOFTNESS PINK 72x115G,PCS,47,25.40898,"1,194.22",
101186,,CREAMSILK HC COLOR REVIVE 288x10ML,PCS,"1,567.00",4.72693,"7,407.10",
101187,,TENDER CARE SOAP CLASSIC MILD 72x80G,PCS,132,20.11049,"2,654.58",
101188,,TENDER CARE SOAP CLASSIC MILD 72x115G,PCS,107,27.32961,"2,924.27",
101189,,TENDER CARE SOAP PINK BLOSSOM 80G,PCS,105,20.11049,"2,111.60",
101190,,TENDER CARE SOAP PINK BLOSSOM 115G,PCS,97,27.32961,"2,650.97",
101191,,SUNSILK SHP COCONUT HYDRATION 288x11ML,PCS,"2,097.00",3.94643,"8,275.66",
101192,,SUNSILK SHP WATERMELON n MINT 24x170ML,PCS,33,94.16853,"3,107.56",
101193,,SUNSILK SHP WATERMELON n MINT 288x11ML,PCS,"3,113.00",3.94643,"12,285.24",
101194,,SUNSILK SHP COCONUT HYDRATION 24x170ML,PCS,23,94.16853,"2,165.88",
101195,,COLGATE TB AWAY HOME+GRF 25ML MED 144s,PCS,43,43.83042,"1,884.71",
101196,,GATSBY STYLING POMADE SUPRM GREASE 96x30G,PCS,96,66.96429,"6,428.57",
101197,,COLGATE TB TWISTER FRESH W/CAP MED 72s,PCS,1,41.71305,41.71305,
101198,,GATSBY STYLING POMADE SUPRM HOLD 96x30G,PCS,1,66.96429,66.96429,
101199,,COLGATE TB EXTRA CLEAN W/CAP MEDIUM 72s,PCS,75,29.28075,"2,196.06",
101200,,MAONG APRON,PCS,1,78.57,78.57,
101203,,MAXI PEEL EXFOL SOL No2 54x60ML wf SPC 15G,PACK,10,43.51176,435.1176,
101204,,TENDER LOVE ALOE VERA CLEANSING WIPES 120x20s,PACK,601,13.27679,"7,979.35",
101206,,TENDER LOVE ALOE VERA CLEANSING WIPES 36x80s,PACK,14,30.84995,431.8993,
101209,,COLGATE TP GREAT REGULAR FLAVOR 120x37G,PCS,412,27.27225,"11,236.17",
101210,,COLGATE TP GREAT REGULAR FLAVOR 72x74G,PCS,70,44.25384,"3,097.77",
101211,,COLGATE TP GREAT REGULAR FLAVOR 72x140G,PCS,166,68.39236,"11,353.13",
101212,,KNORR LIQUID MEATY PORK 288x16G,PCS,7,26.1875,183.3125,
101213,,KNORR LIQUID MEATY CHICKEN 288x16G,PCS,291,41.30357,"12,019.34",
101227,,MAXI PEEL EXFOL SOL No3 54x60ML wf SPC 15G,PACK,4,46.65935,186.6374,
101229,,COLGATE TP TOTAL 12 PROF WHTNG 150G,PCS,71,116.48512,"8,270.44",
101232,,COLGATE TP TRPL ACTN SYSTM ORG MINT 120x25ML,PCS,363,27.17061,"9,862.93",
101233,,COLGATE TP TRPL ACTN SYSTEM ORIG MINT 145ML,PCS,95,95.79167,"9,100.21",
101240,,TENDER CARE TALC PINK SOFT 72x50G,PCS,11,14.19407,156.13477,
101241,,TENDER CARE TALC PINK SOFT 72x100G,PCS,73,26.04415,"1,901.22",
101244,,TENDER CARE TALC CLASSIC MILD ORIG 72x50G,PCS,76,14.19407,"1,078.75",
101245,,TENDER CARE TALC CLASSIC MILD ORIG 100G,PCS,64,26.04415,"1,666.83",
101249,,COLGATE PLAX FRESH MINT 250ML,BOT,1,83.93378,83.93378,
101274,,CMB 024 PLANT POTS BLACK 24.0CM 200s,PCS,-87,17.25,"-1,500.75",
101275,,CMB 135 PLANT POTS BLACK 13.5CM,PCS,831,2.36607,"1,966.20",
101276,,CMB 075 PLANT POTS BLACK 7.5CM,PCS,"36,591.00",0.75,"27,443.25",
101277,,555 MACKEREL TOMATO SAUCE 100/155G,CAN,38,18.53777,704.43526,
101279,,555 SARDINES IN TS WITH CHILI 100/155G,CAN,-10,14.27804,-142.7804,
101281,,555 SARDINES IN NATURAL OIL 100/155G,CAN,5,15.38241,76.91205,
101282,,CENTURY TUNA FLAKES CALAMANSI 48/180G,CAN,1,26.19,26.19,
101285,,CENTURY TUNA FLAKES N VEGETABLE OIL 48/180G,CAN,34,30.44401,"1,035.10",
101286,,CENTURY TUNA FLAKES HOT AND SPICY 48/180G,CAN,-9,30.80655,-277.25895,
101287,,CENTURY TUNA FLAKES HOT AND SPICY 50/155G,CAN,15,24.67107,370.06605,
101291,,CENTURY TUNA FLAKES ADOBO 50/155G,CAN,24,23.57143,565.71432,
101293,,CENTURY TUNA FLAKES MECHADO 50/155G,CAN,-55,21.91071,"-1,205.09",
101294,,CENTURY TUNA FLAKES AFRITADA 50/155G,CAN,"1,014.00",22.81982,"23,139.30",
101296,,CENTURY TUNA FLAKES CALDERETA 50/155G,CAN,10,22.81982,228.1982,
101297,,CENTURY TUNA FLAKES MENUDO 48/180G,CAN,14,22.0892,309.2488,
101298,,FRESCA TUNA FLAKES IN OIL 48/175G,CAN,86,19.43043,"1,671.02",
101299,,FRESCA TUNA HOT AND SPICY 48/175G,CAN,-5,19.61607,-98.08035,
101300,,FRESCA TUNA MECHADO 48/175G,CAN,-1,17.59821,-17.59821,
101301,,FRESCA TUNA AFRITADA  48/175G,CAN,6,17.59505,105.5703,
101302,,555 TUNA FLAKES LECHON PAKSIW 50/155G,CAN,-1,17.51,-17.51,
101303,,555 TUNA SWEET AND SPICY 50/155G,CAN,-1,17.51,-17.51,
101304,,555 TUNA BICOL EXPRESS 50/155G,CAN,1,19.42857,19.42857,
101305,,555 TUNA MECHADO 50/155G,CAN,731,19.43036,"14,203.59",
101306,,555 TUNA HOT AND SPICY 50/155G,CAN,"1,007.00",21.88,"22,033.16",
101307,,555 TUNA AFRITADA 50/155G,CAN,747,19.43036,"14,514.48",
101308,,555 TUNA ADOBO 50/155G,CAN,269,19.43036,"5,226.77",
101309,,555 TUNA CALDERETA 50/155G,CAN,981,19.43036,"19,061.18",
101310,,555 TUNA MECHADO 48/110G,CAN,-3,14.46,-43.38,
101311,,555 TUNA FLAKES IN OIL 50/155G,CAN,"1,285.00",21.67232,"27,848.93",
101313,,FRESCA TUNA LECHON PAKSIW 48/175G,CAN,34,17.59505,598.2317,
101315,,555 CARNE NORTE 48/100G,CAN,2,12.66,25.32,
101316,,555 CARNE NORTE 48/150G,CAN,1,20.95666,20.95666,
101318,,555 CARNE NORTE 48/175G,CAN,1,24.51786,24.51786,
101327,,TRUST CONDOMS CLASSIC STRAWBERRY 3s,PCS,126,18.54725,"2,336.95",
101328,,TRUST CONDOMS CLASSIC CHOCOLATE 3s,PCS,33,18.54725,612.05925,
101329,,TRUST CONDOMS CLASSIC NATURAL 3s,PCS,158,16.53237,"2,612.11",
101342,,DXN LINGZHI 3NI COFFEE 40/20/21G,PCS,"2,459.00",22.32143,"54,888.40",
101353,,RICH INSTANT COCOA 80/80G,PACK,277,11.71875,"3,246.09",
101354,,RICH INSTANT COCOA 40/250G,PACK,124,31.02679,"3,847.32",
101355,,RICH COCOA SWEETENED 60/150G,PACK,762,20.55804,"15,665.23",
101357,,RICH CHOCOLATE POWDER 30/200G,PACK,143,32.38839,"4,631.54",
101361,,HALO HALO STICK 6/100s,PACK,-1,74.4375,-74.4375,
101362,,STIK O STRAWBERRY WAFER STICK 12/380G,JAR,4,46.94048,187.76192,
101363,,STIK O UBE WAFER STICK 12/380G,JAR,1,46.94048,46.94048,
101366,,STIK O BUKO PANDAN STICK 12/380G,JAR,1,38.98214,38.98214,
101391,,EL POPA POWDERED SUGAR 24/500G,PACK,140,48.92113,"6,848.96",
101392,,LONGSILOG EASY DANCING 12/10/12s,PACK,-32,8.52679,-272.85728,
101394,,BEVIDA DISTILLED WATER 48/350ML,BOT,-3,11.30375,-33.91125,
101396,,FANBO 66S NATURAL 2 16G,PCS,13,51.46429,669.03577,
101413,,PP JUNG MANDARIN 30x40s,PACK,164,24.21815,"3,971.78",
101426,,NAGARAYA CRACKER NUTS BUTTER 10x10G,PACK,-35,17.19916,-601.9706,
101428,,NAGARAYA CRACKER NUTS BUTTER 120/40G,PCS,-5,6.58408,-32.9204,
101429,,NAGARAYA CRACKER NUTS BUTTER 48/160G,PCS,144,25.70926,"3,702.13",
101430,,NAGARAYA CRACKER NUTS ADOBO 24x10x20G,PCS,"1,200.00",3.38609,"4,063.31",
101431,,NAGARAYA CRACKER NUTS ADOBO 120/40G,PCS,13,6.58408,85.59304,
101432,,NAGARAYA CRACKER NUTS ADOBO 60/80G,PCS,2,12.85461,25.70922,
101433,,NAGARAYA CRACKER NUTS ADOBO 48/160G,PACK,149,25.70926,"3,830.68",
101434,,NAGARAYA CRACKER NUTS BBQ 10/10G,PACK,141,17.19916,"2,425.08",
101435,,NAGARAYA CRACKER NUTS BBQ 24/10/20G,PACK,3,33.86086,101.58258,
101436,,NAGARAYA CRACKER NUTS BBQ 60/80G,PCS,3,12.85461,38.56383,
101438,,NAGARAYA CRACKER NUTS GARLIC 10/10G,PACK,1,17.19916,17.19916,
101440,,NAGARAYA CRACKER NUTS GARLIC 120/40G,PACK,1,6.58408,6.58408,
101441,,NAGARAYA CRACKER NUTS GARLIC 48/160G,PCS,32,25.70926,822.69632,
101442,,NAGARAYA CRACKER NUTS HOT SPICY 24/10//20G,PCS,20,3.38609,67.7218,
101443,,NAGARAYA CRACKER NUTS HOT SPICY 60/80G,PCS,5,12.85461,64.27305,
101444,,NAGARAYA CRACKER NUTS HOT SPICY 48/160G,PCS,201,25.70926,"5,167.56",
101447,,CREAM CORNSTARCH 48/200G,BOX,758,16.30339,"12,357.97",
101448,,CREAM CORNSTARCH 24/400G,BOX,"1,230.00",29.47173,"36,250.23",
101449,,CREAM CORN STARCH 12/1KL,BOX,221,68.97619,"15,243.74",
101457,,CDO VIENNA SAUSAGE 48/70G,CAN,-59,14.55,-858.45,
101458,,CDO BEEF LOAF 48/100G,CAN,917,11.02493,"10,109.86",
101459,,CDO BEEF LOAF 48/150G,CAN,-44,14.2633,-627.5852,
101462,,CDO MEAT LOAF 48/100G,CAN,95,9.66,917.7,
101463,,CDO MEAT LOAF 48/150G,CAN,-104,13.67,"-1,421.68",
101464,,CDO KARNE NORTE HOT AND SPICY 48/100G,CAN,-1,14.51,-14.51,
101465,,CDO KARNE NORTE GUISADO 48/100G,CAN,169,12.99368,"2,195.93",
101466,,CDO KARNE NORTE GUISADO 48/150G,CAN,421,21.09375,"8,880.47",
101467,,CDO KARNE NORTE 48/175G,CAN,-3,24.50887,-73.52661,
101468,,CDO KARNE NORTE GUISADO 48/260G,CAN,192,35.04371,"6,728.39",
101472,,CDO NATA DE COCO WHITE 24/12oz 340g,BOT,235,40.17865,"9,441.98",
101473,,CDO NATA DE COCO RED 24/340g 12oz,BOT,755,39.375,"29,728.13",
101474,,CDO NATA DE COCO GREEN  24/12oz 340g,BOT,674,39.375,"26,538.75",
101475,,CDO KAONG GREEN 24/12oz 340g,BOT,428,51.1875,"21,908.25",
101476,,CDO KAONG GREEN 12/24oz 680g,BOT,120,98.03549,"11,764.26",
101477,,CDO KAONG RED 24/12oz 340g,BOT,603,52.23225,"31,496.05",
101478,,CDO KAONG RED 12/24OZ 680g,BOT,87,98.03571,"8,529.11",
101480,,CHOCO KISS CHOCO COIN 20/20s,PACK,6,14.58929,87.53574,
101481,,CHOCO KISS CHOCOLATE COIN 6/75s,CANN,1,58.19941,58.19941,
101483,,CHOCOLITOS CHOCO STICK SMALL 6/100s,CANN,-8,40.47322,-323.78576,
101484,,CHOCOLITOS CHOCOLATE STICK BIG 6/100s,JAR,1,74.38393,74.38393,
101486,,KIDDY TEDDY CHOCO COOKIES 20s,PACK,11,14.56505,160.21555,
