CENTRAL DISTRIBUTION CENTER,,,,,,
INVENTORY VALUATION REPORT,,,,,,
"AS OF November 05, 2021",,,,,,
ITEM CODE,VARIANT CODE,DESCRIPTION,UOM, QUANTITY , COST W/O VAT , TOTAL COST 
100889,,BAGUIO OIL PLASTIC 12/1L,BOT,12,120.92,"1,451.05"
100897,,FAMILYS CHOICE SWTND COCOA 200/100G,PACK,1800,12.78,"22,998.22"
100898,,FAMILYS CHOICE SWTND COCOA 40/500G,PACK,80,60.27,"4,821.43"
100899,,CERES MURIATIC ACID READY MIX 24x250ML,BOT,240,14.79,"3,548.57"
100901,,CERES MURIATIC ACID PURE 460ML,BOT,168,24.64,"4,140.00"
100904,,CERES MURIATIC ACID READY MIX 960ML,BOT,72,32.5,"2,340.00"
100911,,CERES ACEITE DE ALCAMPORADO 144x25ML,BOT,314,8.93,"2,803.57"
100912,,CERES ACEITE ALCAMPORADO 72x55ML,BOT,72,14.75,"1,062.00"
100913,,CERES ACEITE DE ALCAMPORADO 72x120ML,BOT,12,25.86,310.29
100915,,CERES OIL OF WINTERGREEN 144x25ML,BOT,240,11.29,"2,708.57"
100919,,CERES ACEITE DE MANZANILLA 144x25ML,BOT,35,8.93,312.5
100920,,CERES HYDROGN PERXIDE V10 PL 72x120ML,PCS,144,8.86,"1,275.43"
100927,,WHITE RABBIT 40/100s,PCS,180000,0.57,"103,057.20"
100928,,KENDIMINT 40/100s,PCS,492000,0.57,"281,691.96"
100932,,CARTOLINA IMPORTED WHITE 100s,PCS,3100,2.28,"7,058.05"
100933,,KOPIKO BLANCA TP SPECIAL PACK 3x40/58G,PACK,573,321.55,"184,250.84"
100950,,CAMEL SUKANG PUTI 4/3.8L,GAL,280,92.94,"26,021.88"
100952,,CAMEL SOY SAUCE 12/1L,BOT,3,33.55,100.66
100953,,CAMEL SOY SAUCE 6/1/2 GAL PLASTIC,½GAL,12,63.36,760.37
100954,,CAMEL SOY SAUCE PLASTIC 4x1GAL,GAL,17,110.81,"1,883.85"
100957,,ZIM CLEANSER FLORAL SCENT 24/500G,PCS,120,31.52,"3,782.19"
100958,,ZIM CLEANSER CALAMANSI REFILL 48x350G,PACK,96,15.67,"1,504.54"
100959,,ZIM CLEANSER CALAMANSI 48x350G,PCS,96,21.62,"2,075.19"
100960,,ZIM CLEANSER FRESH CLEAN REF 48x350G,PACK,144,15.67,"2,256.80"
100962,,ZIM LIQUID ZOSA 24/250ML,BOT,48,32.17,"1,544.27"
100963,,ZIM LIQUID ZOSA 24/500ML,BOT,24,46.03,"1,104.76"
100964,,ZIM SCOURING PAD REG SM 75x100x7MM 72s,PCS,720,6.43,"4,631.62"
100965,,ZIM SCOURING PAD MEDIUM 95X150X7MM 72s,PCS,1296,12.38,"16,040.81"
100967,,COMARK NP REMOVER W/ACETONE 144/60ML,BOT,456,13.03,"5,942.23"
100977,,STAR MARGARINE SWEET BLEND  96/100G,PCS,2784,24.06,"66,978.39"
100978,,STAR MARGARINE SWEET BLEND 48/250G,PCS,1104,54.04,"59,656.58"
100982,,VITAL CHOCO KING BAR 24s,PACK,1420,18.71,"26,569.69"
100983,,VITAL COINS PEANUT MILK CHOCO 20s,PACK,1380,14.75,"20,353.87"
100984,,KNORR SINIGANG SA SAMP ORIG YLW 12/12/40G,PACK,6192,17.22,"106,641.47"
100986,,KNORR CRAB AND CORN 60/60G,PACK,660,39.3,"25,934.78"
100989,,LC CHICKEN SPREAD BOT 24/220ML,BOT,24,76.62,"1,838.81"
100990,,LC CHICKEN SPREAD 12/470ML,BOT,636,158.04,"100,515.87"
100991,,LC TUNA SPREAD 12/470ML,BOT,12,158.04,"1,896.53"
100992,,BEST FOODS SALAD SWICH MATE DOY 24/220ML,PACK,1776,34.98,"62,123.52"
101004,,LC THOUSAND ISLAND DRESSING 24/236ML,BOT,264,88.7,"23,417.27"
101005,,LC CAESAR DRESSING 24/236ML,BOT,672,88.7,"59,607.61"
101020,,TAIRU CULTURED MILK 24x233ML,PCS,360,28.57,"10,285.71"
101029,,KNORR SINIGANG SAMPALOK W/GABI 12/12/22G,PCS,10377,9.54,"98,955.90"
101033,,KNORR SHRIMP CUBES PANTRYPACK 72/60G,PCS,360,26.55,"9,559.10"
101046,,SNOWBEAR 100s,PCS,15800,0.53,"8,443.20"
101050,,SILKA PAPAYA WHITENING LOTION 144/50ML,PCS,1440,23.14,"33,320.69"
101051,,SILKA PAPAYA WHITENING LOTION 48/200ML,PCS,2496,70.69,"176,451.00"
101055,,SILKA PAPAYA WHITENING SOAP 96/90G,PCS,2112,20.22,"42,713.45"
101056,,SILKA PAPAYA WHITENING SOAP 72/135G,PCS,2016,25.33,"51,056.75"
101058,,SILKA GREEN PAPAYA SOAP 96/90G,PCS,4608,22.05,"101,588.78"
101059,,SILKA GREEN PAPAYA SOAP 72/135G,PCS,2952,27.69,"81,753.75"
101060,,SILKA FACIAL CLEANSER PAPAYA 72/150ML,PCS,360,26.05,"9,379.64"
101062,,SILKA FACIAL CLEANSER AVOCADO 72/150ML,PCS,216,26.05,"5,627.78"
101063,,SILKA FACIAL CLEANSER CLEAR 144/75ML,PCS,2160,16.76,"36,206.70"
101068,,DEFINE STYLING GEL SH CLEAR 144/50ML,PCS,144,8.75,"1,259.37"
101072,,FORTUNE FILE FOLDER WHITE 14PTS LONG 100s,PCS,500,3.75,"1,875.00"
101083,,COLUMBUS FOOD COLOR CHOCO BROWN 50/100s,PCS,10000,0.55,"5,542.90"
101087,,FROOTY CHOCOLICIOUS 20+3s  NO 868,PACK,200,15.24,"3,047.82"
101089,,SCHOCO CARAMEL 40/50s NO.960,PACK,120,20.58,"2,469.88"
101090,,MONAMI STRAWBERRY CREAM 40/50 NO.965,PACK,480,21.63,"10,383.23"
101093,,CHERRY GUM 200PCS No 802,PACK,720,23.58,"16,979.39"
101094,,SUPER BUBBLE GUM SINGLE 40/40s NO 832,PACK,240,23.53,"5,646.84"
101125,,WHITE CASTLE 69 WHISKY 24x350ML,BOT,48,61.58,"2,955.96"
101127,,TOSKA VODKA 12/700ML,BOT,72,116.73,"8,404.20"
101128,,MARIA CLARA SANGRIA 12/750ML,BOT,7524,128.8,"969,091.20"
101130,,EL HOMBRE TEQUILA SILVER 12/700ML,BOT,192,138.46,"26,584.32"
101132,,AXION PASTE LEMON 190G,CUP,1920,25.27,"48,522.80"
101136,,AXION PASTE LIME/KALAMANSI 24x350G,PCS,840,45.58,"38,288.25"
101144,,AXION DISH LIQ LIME/KALAMANSI 20x190ML,PCS,540,31.97,"17,265.96"
101145,,AXION ULTRA LIQUID LEMON 250ML,PCS,620,47.31,"29,333.13"
101148,,AXION PASTE LIME/KALAMANSI 48x190G,PCS,1584,25.27,"40,031.31"
101162,,PALMOLIVE NAT SHP ANTI DANDRUFF 24x180ML,BOT,504,84.28,"42,477.75"
101182,,CREAMSILK HC COLOR REVIVE 24x150ML,PCS,168,126.52,"21,254.94"
101183,,CREAMSILK HC COLOR REVIVE 12x300ML,PCS,60,216.86,"13,011.81"
101184,,PALMOLIVE NAT SOAP MOISTR SMTH GR 72x115G,PCS,72,29.39,"2,115.84"
101186,,CREAMSILK HC COLOR REVIVE 288x10ML,PCS,16128,4.73,"76,235.93"
101187,,TENDER CARE SOAP CLASSIC MILD 72x80G,PCS,432,20.45,"8,832.48"
101188,,TENDER CARE SOAP CLASSIC MILD 72x115G,PCS,504,28.14,"14,183.12"
101189,,TENDER CARE SOAP PINK BLOSSOM 80G,PCS,504,21.62,"10,898.58"
101190,,TENDER CARE SOAP PINK BLOSSOM 115G,PCS,648,29.39,"19,042.56"
101191,,SUNSILK SHP COCONUT HYDRATION 288x11ML,PCS,21312,3.95,"84,096.51"
101192,,SUNSILK SHP WATERMELON n MINT 24x170ML,PCS,96,94.17,"9,040.17"
101193,,SUNSILK SHP WATERMELON n MINT 288x11ML,PCS,31680,3.95,"125,008.33"
101194,,SUNSILK SHP COCONUT HYDRATION 24x170ML,PCS,120,94.17,"11,300.21"
101195,,COLGATE TB AWAY HOME+GRF 25ML MED 144s,PCS,864,47.13,"40,719.84"
101197,,COLGATE TB TWISTER FRESH W/CAP MED 72s,PCS,504,44.85,"22,605.73"
101199,,COLGATE TB EXTRA CLEAN W/CAP MEDIUM 72s,PCS,576,31.48,"18,135.20"
101204,,TENDER LOVE ALOE VERA CLEANSING WIPES 120x20s,PACK,5760,11.06,"63,723.11"
101206,,TENDER LOVE ALOE VERA CLEANSING WIPES 36x80s,PACK,1152,24.67,"28,414.23"
101209,,COLGATE TP GREAT REGULAR FLAVOR 120x37G,PCS,5160,29.33,"151,317.00"
101210,,COLGATE TP GREAT REGULAR FLAVOR 72x74G,PCS,3600,47.58,"171,305.50"
101211,,COLGATE TP GREAT REGULAR FLAVOR 72x140G,PCS,3024,73.54,"222,385.38"
101227,,MAXI PEEL EXFOL SOL No3 54x60ML wf SPC 15G,PACK,54,70.52,"3,808.08"
101229,,COLGATE TP TOTAL 12 PROF WHTNG 150G,PCS,360,125.25,"45,091.00"
101232,,COLGATE TP TRPL ACTN SYSTM ORG MINT 120x25ML,PCS,1800,29.22,"52,588.35"
101233,,COLGATE TP TRPL ACTN SYSTEM ORIG MINT 145ML,PCS,1512,109.78,"165,993.24"
101240,,TENDER CARE TALC PINK SOFT 72x50G,PCS,720,15.26,"10,989.00"
101241,,TENDER CARE TALC PINK SOFT 72x100G,PCS,720,28,"20,163.20"
101244,,TENDER CARE TALC CLASSIC MILD ORIG 72x50G,PCS,936,15.26,"14,285.70"
101245,,TENDER CARE TALC CLASSIC MILD ORIG 100G,PCS,216,28,"6,048.96"
101249,,COLGATE PLAX FRESH MINT 250ML,BOT,108,96.62,"10,435.05"
101277,,555 MACKEREL TOMATO SAUCE 100/155G,CAN,1400,18.74,"26,231.87"
101279,,555 SARDINES IN TS WITH CHILI 100/155G,CAN,6398,15.19,"97,192.40"
101282,,CENTURY TUNA FLAKES CALAMANSI 48/180G,CAN,240,31.14,"7,473.52"
101286,,CENTURY TUNA FLAKES HOT AND SPICY 48/180G,CAN,2112,31.14,"65,762.99"
101291,,CENTURY TUNA FLAKES ADOBO 50/155G,CAN,50,23.58,"1,178.78"
101294,,CENTURY TUNA FLAKES AFRITADA 50/155G,CAN,2500,23.07,"57,662.95"
101296,,CENTURY TUNA FLAKES CALDERETA 50/155G,CAN,1000,23.07,"23,065.17"
101298,,FRESCA TUNA FLAKES IN OIL 48/175G,CAN,3264,19.64,"64,102.87"
101299,,FRESCA TUNA HOT AND SPICY 48/175G,CAN,1632,19.83,"32,359.51"
101300,,FRESCA TUNA MECHADO 48/175G,CAN,1920,17.78,"34,145.91"
101301,,FRESCA TUNA AFRITADA  48/175G,CAN,10418,17.6,"183,306.17"
101304,,555 TUNA BICOL EXPRESS 50/155G,CAN,150,19.64,"2,945.88"
101305,,555 TUNA MECHADO 50/155G,CAN,4850,19.43,"94,236.96"
101306,,555 TUNA HOT AND SPICY 50/155G,CAN,250,22.12,"5,528.80"
101307,,555 TUNA AFRITADA 50/155G,CAN,5850,19.64,"114,889.50"
101309,,555 TUNA CALDERETA 50/155G,CAN,5200,19.43,"101,037.56"
101311,,555 TUNA FLAKES IN OIL 50/155G,CAN,150,21.91,"3,285.81"
101316,,555 CARNE NORTE 48/150G,CAN,1920,21.18,"40,669.36"
101329,,TRUST CONDOMS CLASSIC NATURAL 3s,PCS,2256,16.53,"37,296.76"
101330,,Q 88 FRUITY KONJAC JELLY 35x12s,PACK,525,13.25,"6,955.19"
101332,,COLUMBIAS SWEET TREATS 8pck,PACK,400,85.45,"34,178.57"
101353,,RICH INSTANT COCOA 80/80G,PACK,400,11.38,"4,553.57"
101354,,RICH INSTANT COCOA 40/250G,PACK,400,30.36,"12,142.86"
101355,,RICH COCOA SWEETENED 60/150G,PACK,360,20.11,"7,240.18"
101362,,STIK O STRAWBERRY WAFER STICK 12/380G,JAR,504,42.87,"21,606.75"
101368,,CLASSIC WHITE ENVELOP LONG 70GSM 500s,PCS,500,0.31,157.15
101390,,EL POPA POWDERED SUGAR 24/454G,PACK,48,53.37,"2,561.61"
101391,,EL POPA POWDERED SUGAR 24/500G,PACK,2064,48.18,"99,437.49"
101413,,PP JUNG MANDARIN 30x40s,PACK,330,23.33,"7,697.30"
101426,,NAGARAYA CRACKER NUTS BUTTER 10x10G,PACK,36,17.2,619.17
101444,,NAGARAYA CRACKER NUTS HOT SPICY 48/160G,PCS,288,25.71,"7,404.27"
101447,,CREAM CORNSTARCH 48/200G,BOX,5184,16.3,"84,517.08"
101448,,CREAM CORNSTARCH 24/400G,BOX,1176,29.47,"34,658.63"
101449,,CREAM CORN STARCH 12/1KL,BOX,1236,68.98,"85,254.50"
101459,,CDO BEEF LOAF 48/150G,CAN,624,13.98,"8,722.30"
101468,,CDO KARNE NORTE GUISADO 48/260G,CAN,2,33.67,67.33
101476,,CDO KAONG GREEN 12/24oz 680g,BOT,12,96.07,"1,152.90"
101477,,CDO KAONG RED 24/12oz 340g,BOT,48,51.19,"2,457.01"
101480,,CHOCO KISS CHOCO COIN 20/20s,PACK,120,14.37,"1,723.93"
101481,,CHOCO KISS CHOCOLATE COIN 6/75s,CANN,30,57.46,"1,723.68"
101483,,CHOCOLITOS CHOCO STICK SMALL 6/100s,CANN,24,39.73,953.4
101484,,CHOCOLITOS CHOCOLATE STICK BIG 6/100s,JAR,78,73.64,"5,743.92"
101488,,CHOYO CHOYO WAFER STK CHOCO SML 6/380G,JAR,240,36.55,"8,771.28"
101490,,YOKIYOKI WAFER STICK MILK 6/480G,JAR,114,42.22,"4,813.54"
101491,,YOKIYOKI WAFER STICK UBE 6/480G,JAR,60,42.22,"2,533.43"
101505,,FIDEL IODIZED SALT REFINED 24/500G,PACK,480,10.97,"5,267.36"
101506,,FIDEL IODIZED SALT REFINED 12/1KL,PACK,12,18.95,227.45
101507,,FIDEL IODIZED SALT COURSE 48/250G,PACK,1248,5.19,"6,474.00"
101508,,FIDEL IODIZED SALT COURSE 24/500G,PACK,720,10.18,"7,326.43"
101509,,FIDEL IODIZED SALT COURSE 12/1KL,PACK,733,15.16,"11,114.93"
101524,,CHIPS DELIGHT STRIPE 20/175G,PACK,80,41.34,"3,307.30"
101528,,SALONPAS MEDICATED PLASTER 10s,BOX,2597,39.15,"101,680.68"
101539,,HAPPY FESTIVAL LAUNDRY SOAP WHITE 144s,PCS,288,5.15,"1,482.14"
101540,,SYMPLY G WHITE PAPAYA WHTNG SOAP 72x130G,PCS,720,28.26,"20,349.63"
101542,,CLASSIC FESTIVAL KAONG RED 24/8oz,JAR,960,29.39,"28,210.36"
101543,,CLASSIC FESTIVAL KAONG WHITE 24/8oz,JAR,48,29.39,"1,410.52"
101544,,CLASSIC FESTIVAL KAONG RED 24/12oz,JAR,312,43.59,"13,599.74"
101545,,CLASSIC FESTIVAL KAONG WHITE 24/12oz,JAR,48,43.59,"2,092.27"
101546,,CLASSIC FESTIVAL KAONG GREEN 24/12oz,JAR,480,43.59,"20,922.68"
101547,,CLASSIC FESTIVAL NATA DE COCO GREEN 24/8oz,JAR,552,23.69,"13,077.96"
101548,,CLASSIC FESTIVAL NATA DE COCO WHITE 24/8oz,BOT,24,23.69,568.61
101549,,CLASSIC FESTIVAL NATA DE COCO RED 24/12oz,JAR,967,30.99,"29,970.16"
101550,,CLASSIC FESTIVAL NATA DE COCO WHITE 24/12oz,JAR,48,30.99,"1,487.66"
101551,,CLASSIC FESTIVAL NATA DE COCO GREEN 24/12oz,JAR,480,30.99,"14,876.61"
101554,,NELITA BANANA CATSUP 4/1GAL,GAL,112,58.6,"6,563.00"
101555,,NELITA BANANA CATSUP 6/ 1/2GAL,½GAL,60,35.37,"2,121.96"
101584,,HONEY WRITING PAD GRADE 2 100/80LVS,PAD,13830,4.02,"55,567.56"
101603,,CLASSIC ROYALE GRADE 4 100/80LVS,PAD,20,5,100
101606,,HAPPY GENTLE GRADE 3 100/80L,PAD,5800,4.02,"23,303.53"
101621,,JELLYBEE PEANUT BUTTER 24/340G,BOT,48,81.96,"3,934.14"
101622,,JELLYBEE PEANUT BUTTER 9oz,JAR,48,65.67,"3,152.10"
101623,,BESTLY PEANUT BUTTER 24/260G,BOT,72,68.16,"4,907.69"
101625,,BAKERS CHOICE BAKING POWDER 20/1KL,PACK,20,62.5,"1,250.00"
101650,,TIGER KATOL 72s,BOX,1080,11.31,"12,218.06"
101651,,TIGER KATOL PITCHER 12s,PCHR,720,81.91,"58,978.50"
101652,,LION TIGER GOLD 60/10s,BOX,13260,11.88,"157,462.50"
101653,,ZONROX BLEACH ORIGINAL SCENT 100ML,BOT,5400,5.8,"31,301.69"
101654,,ZONROX BLEACH ORIGINAL SCENT 48/250ML,BOT,6817,9.66,"65,840.09"
101655,,ZONROX BLEACH ORIGINAL SCENT 24/1000ML,BOT,360,25.57,"9,205.63"
101656,,ZONROX BLEACH ORIGINAL SCENT 1GAL,GAL,843,88.47,"74,578.94"
101657,,ZONROX BLEACH FRESH SCENT 100ML,BOT,2592,6.06,"15,706.79"
101658,,ZONROX BLEACH FRESH SCENT 48/250ML,BOT,288,10.04,"2,891.55"
101659,,ZONROX BLEACH FRESH SCENT 36/500ML,BOT,144,15.53,"2,236.51"
101660,,ZONROX BLEACH FRESH SCENT 24/1000ML,BOT,552,27.66,"15,267.86"
101662,,ZONROX BLEACH LEMON SCENT 100ML,BOT,5543,6.06,"33,589.03"
101663,,ZONROX BLEACH LEMON SCENT 48/250ML,BOT,1631,10.04,"16,375.42"
101664,,ZONROX BLEACH LEMON SCENT 36/500ML,BOT,144,15.53,"2,236.51"
101665,,ZONROX BLEACH LEMON SCENT 24/1L,BOT,48,27.66,"1,327.64"
101666,,ZONROX BLEACH LEMON SCENT 12/HGAL,½GAL,240,51.34,"12,321.15"
101667,,ZONROX BLEACH LEMON SCENT 1GAL,GAL,66,92.83,"6,126.89"
101668,,ZONROX BLEACH FLORAL SCENT 100ML,BOT,144,6.06,872.6
101669,,ZONROX BLEACH FLORAL SCENT 250ML,BOT,1,10.04,10.04
101670,,ZONROX BLEACH FLORAL SCENT 36/500ML,BOT,1477,15.53,"22,940.35"
101671,,ZONROX BLEACH FLORAL SCENT 24/1L,BOT,290,27.66,"8,021.16"
101689,,YTC TONGOG 40/6s,PACK,18960,53.57,"1,015,714.31"
101697,,GREEN PERICO MALLORCA 36/330CC,BOT,20,21.33,426.61
101698,,FOLDER SHORT ORANGE 14pts 100s,PCS,200,2.46,492.86
101700,,FIESTA BEEF LOAF 48/215G,CAN,1,24.19,24.19
101747,,LOTUS NO 1 COUNTER BAG 1000s,PACK,90,5.63,506.25
101750,,LOTUS NO 4 COUNTER BAG 1000s,PACK,1000,10.45,"10,446.43"
101751,,LOTUS NO 5 COUNTER BAG 1000s,PACK,150,11.65,"1,747.77"
101752,,LOTUS NO 6 COUNTER BAG 1000s,PACK,390,13.26,"5,170.98"
101755,,LOTUS SANDO BAG MEDUIM WHITE 1000s,PACK,50,37.77,"1,888.39"
101756,,LOTUS SANDO BAG LARGE WHITE 1000s,PACK,170,70.09,"11,915.18"
101807,,GIGGLES BABY WIPES UNSCENTED 60x30s,PACK,240,36.29,"8,710.71"
101817,,MICHAEL ISO ALCOHOL 40P WHT 50/180ML,PCS,250,24.62,"6,155.33"
101818,,MICHAEL ISO ALCOHOL 40P WHT 24/470ML,PCS,120,45.73,"5,487.04"
101819,,MICHAEL ISO ALCOHOL 70P GRN 50/180ML,PCS,250,33.43,"8,358.20"
101820,,MICHAEL ISO ALCOHOL 70P GRN 24/470ML,PCS,120,61.57,"7,388.58"
101904,,TEMPLE DRY PEAS 100/155G,CAN,4700,9.36,"43,999.57"
101905,,TEMPLE GREEN PEAS 100/155G,CAN,8900,9.36,"83,318.33"
101908,,ROYAL BLACK BEANS 100/180G,CAN,315,14.95,"4,708.13"
101909,,TEMPLE BLACK BEANS 100/180G,CAN,26000,20.25,"526,500.00"
101910,,ORCHID BLACK BEANS 100/180G,CAN,12928,14.54,"188,033.11"
101919,,HIGHLAND BOBOT CANDY 100s,PACK,1300,12.25,"15,929.64"
101921,,HIGHLAND MIX DROP CANDY 200/24s,PACK,2200,6.21,"13,663.56"
101922,,HIGHLAND HONEY MELON CANDY 200/24s,PACK,200,5.79,"1,158.21"
101924,,HIGHLAND ORANGE SLICE CANDY 200/24s,PACK,2200,6.21,"13,663.56"
102014,,DEL MONTE TOMATO SAUCE SUP 115G,PACK,8400,12.66,"106,380.20"
102015,,DEL MONTE TOMATO SAUCE SUP 48/200G,PACK,8559,15.61,"133,634.32"
102017,,DEL MONTE TOMATO SAUCE SUP 48/250G,PACK,3891,18.14,"70,569.86"
102018,,DEL MONTE TOMATO SAUCE SUP 1KL,PACK,1572,61.64,"96,900.85"
102020,,DEL MONTE TOMATO SCE FIL MMK 48/200G,PACK,5571,13.47,"75,029.89"
102021,,DEL MONTE TOMATO SCE FIL MMK 1KL,PACK,1464,55.49,"81,232.24"
102024,,DEL MONTE TOMATO PASTE SUP 48/150G,PCS,10032,20.66,"207,259.82"
102025,,DEL MONTE QUIK N EASY SWEET PIZZA SCE 36/115G,PACK,612,14.87,"9,097.99"
102027,,DEL MONTE SPAG SCE FILIPINO MMK 48/250G,PACK,1589,20.32,"32,292.26"
102028,,DEL MONTE SPAG SCE FILIPINO 560G/500G,PACK,2616,40.22,"105,212.25"
102029,,DEL MONTE SPAGHETTI SAUCE ITALIAN 560G/500G,PACK,1200,45.04,"54,048.14"
102031,,DEL MONTE PINEAPPLE SLICED 24/227G FLAT,CAN,4776,24.11,"115,136.23"
102032,,DEL MONTE PINEAPPLE SLICED 24/432G 1.5,CAN,1897,42.48,"80,578.13"
102034,,DEL MONTE PINEAPPLE SLICED 24/822G 2.5,CAN,960,69.45,"66,674.52"
102035,,DEL MONTE PINEAPPLE CHUNKS 24/227G FLAT,CAN,2402,21.43,"51,477.86"
102036,,DEL MONTE PINEAPPLE CHUNKS 24/432G 1.5,CAN,1920,37.88,"72,730.06"
102037,,DEL MONTE PINEAPPLE CHUNKS 24/560G 2T,CAN,792,48.98,"38,790.28"
102038,,DEL MONTE PINEAPPLE CHUNKS 24/822G 2.5,CAN,336,62.76,"21,086.98"
102040,,DEL MONTE PINEAPPLE TIDBITS 24/432G 1.5,CAN,1584,38.65,"61,224.18"
102041,,DEL MONTE PINEAPPLE TIDBITS 24/560G 2T,CAN,888,47.83,"42,471.82"
102042,,DEL MONTE PINEAPPLE TIDBITS 24/822G 2.5,CAN,3960,64.67,"256,098.66"
102043,,DEL MONTE PINEAPPLE TIDBITS 24/FLAT,CAN,7438,21.62,"160,780.77"
102044,,DEL MONTE PINEAPPLE CRUSHED 24/FLAT,CAN,3264,21.24,"69,322.46"
102047,,DEL MONTE FIESTA FRUIT COCKTAIL 24/432G 1.5T,CAN,360,45.15,"16,254.94"
102048,,DEL MONTE FIESTA FRUIT COCKTAIL 6/No10,CAN,894,195.16,"174,469.46"
102053,,TODAYS MIXED FRUIT 24/2.5 836G,CAN,13392,57.78,"773,744.63"
102054,,TODAYS MIXED FRUIT 6/No10,CAN,13535,172.2,"2,330,686.40"
102059,,DEL MONTE 100P PINE JUICE W/ ACE 24/202,CAN,8160,19.9,"162,354.46"
102060,,DEL MONTE 100P PINE JUICE W/ ACE 12/46oz,CAN,529,69.87,"36,961.62"
102061,,DEL MONTE 100P PINE JUICE W/ ACE 6/No 10,CAN,1333,121.68,"162,205.43"
102062,,DEL MONTE SWEETENED PINE JUICE 24/202,CAN,2088,19.9,"41,543.64"
102065,,DEL MONTE PINEAPPLE ORANGE 12/46oz,CAN,72,61.99,"4,463.10"
102067,,DEL MONTE PINE CRUSH JUICE DRINK 24/202,CAN,1680,19.9,"33,425.90"
102069,,DEL MONTE FOUR SEASONS JUICE DRINK 12/46oz,CAN,120,70.6,"8,472.24"
102073,,DEL MONTE ELBOW MACARONI 50/200G,PACK,1500,29.84,"44,767.07"
102074,,DEL MONTE ELBOW MACARONI 25/400G,PACK,975,48.21,"47,009.06"
102075,,DEL MONTE SALAD MACARONI 25/400G,PACK,450,47.45,"21,352.90"
102076,,DEL MONTE SALAD MACARONI 10/1KL,PACK,230,80.36,"18,482.20"
102082,,DEL MONTE RED CANE VINEGAR 24/PINT,BOT,288,35.16,"10,127.26"
102085,,DEL MONTE ORIG BLEND KETCHUP 24x320G,BOT,1104,28.08,"31,005.71"
102086,,DEL MONTE ORIG BLEND KETCHUP 12/567G 20oz,BOT,792,43.31,"34,303.50"
102096,,DEL MONTE SPAGHETTI SAUCE ITALIAN 24/250G,PACK,1248,22.65,"28,270.47"
102099,,DEL MONTE SPAGHETTI SAUCE SWEET 24/250G,PACK,2352,22.65,"53,278.99"
102101,,DEL MONTE SWEET CHILI SAUCE 24/12oz,BOT,1560,28.89,"45,066.08"
102102,,DEL MONTE TOMATO PASTE 36/70G,PACK,4680,12.09,"56,598.75"
102111,,CHOC KO WAFER STICKS 6/370G,JAR,48,53.04,"2,545.71"
102113,,GILBEYS 1857 VODKA 1L,BOT,360,228.75,"82,350.00"
102115,,GILBEYS 1857 LONDON DRY GIN 1L,BOT,804,204.24,"164,209.82"
102116,,GILBEYS 1857 LONDON DRY GIN 700ML,BOT,1212,163.39,"198,032.15"
102124,,IDEAL GOURMET MACARONI ELBOW 12/1KL,PACK,72,64.97,"4,677.75"
102127,,IDEAL GOURMET MACARONI SALAD 30/200G,PACK,240,19.69,"4,725.00"
102130,,IDEAL GOURMET ZITI 30x500G,PACK,240,39.94,"9,585.00"
102135,,NAPOLEON BRANDY VSOP 12/750ML,BOT,60,214.29,"12,857.14"
102136,,NAPOLEON BRANDY 15 YRS 12x750ML/700ML,BOT,12,152.95,"1,835.40"
102139,,WINNER DET CREAM ORANGE CUP 36/400G,PCS,108,31.76,"3,429.77"
102141,,WINNER DET CREAM KALAMANSI CUP 48/200G,PCS,4032,17.18,"69,275.53"
102142,,WINNER DET CREAM KALAMANSI REFILL 48/200G,PACK,144,12.21,"1,758.86"
