ISLAND CITY MALL,,,,,,
POS UNPOSTED SALES,,,,,,
"As of APRIL 27, 2022",,,,,,
Item No.,Variant Code,Description,UOM,Quantity,Cost w/o VAT,Total Cost w/o VAT
165327,,3008 A DOCTOR SET,SET,-1,40.17857,-40.17857
165348,,HN ADOBO MANI 20s,PACK,-81,14.9375,-1209.9375
165366,,BRISTOL ORIG LL 7oz,CAN,-5,58.03571,-290.17855
165368,,MYRA CW VIT L 100ML,PCS,-36,46.58036,-1676.89296
165371,,REX MR PASSN 25ML,PCS,-25,22.72321,-568.08025
165372,,REX R ON PSSN 50ML,PCS,-33,51.96429,-1714.82157
165378,,PONDS AD IC SPF15 10ML,PCS,-35,22.5,-787.5
165387,,P WB PINK L CRM 40G,PCS,-2,76.29464,-152.58928
165390,,P WB PINK L FF 50G,PCS,-11,60.89286,-669.82146
165391,,P WB PINK L FF 100G,PCS,-10,101.47321,-1014.7321
165396,,P WB DTX SLW CRM 10G,PCS,-182,15.53571,-2827.49922
165401,,P CLR SOL AB FS 50G,PCS,-10,52.76786,-527.6786
165402,,P CLR SOL AB FS 100G,PCS,-4,93.34821,-373.39284
165410,,CR SARD RED 155G,CAN,-492,8.82145,-4340.1534
165421,,PIATTOS R BEEF 40G,PCS,-429,7.4375,-3190.6875
165422,,PIATTOS R BEEF 85G,PCS,-191,17.85714,-3410.71374
165468,,R NELITA BT 2PLY 24r,PACK,-1,119.06333,-119.06333
165471,,LOR SOY SCE 3785ML,GAL,-6,68.5625,-411.375
165534,,ROSE NELITA BT 2P 4r,PACK,-10,17.63393,-176.3393
165549,,MEGA STS CHLI XH 155G,CAN,-26,14.28571,-371.42846
165550,,PIATTOS SLTD 20G,PACK,-177,4.55357,-805.98189
165575,,PP SC COT FRSH 250ML,PCS,-1,219.64286,-219.64286
165590,,D GOLDEN CHSE 20s,PACK,-76,14.28571,-1085.71396
165591,,DAVAO SPAG CURLS 20s,PACK,-16,14.28571,-228.57136
165632,,ALASKA YD SBERRY 180ML,PCS,-12,13.51786,-162.21432
165633,,ALASKA YD SBERRY 110ML,PCS,-348,9.13393,-3178.60764
165634,,ALASKA YD BBERRY 180ML,PCS,-15,13.51786,-202.7679
165635,,ALASKA YD BBERRY 110ML,PCS,-72,9.13393,-657.64296
165658,,CC SPCL BHN Y 700G,PACK,-17,24.5625,-417.5625
165685,,GP PURE TABLEYA L 12s,PACK,-16,0,0
165716,,VITASOY SMD CHOCO 1L,PCS,-17,58.1875,-989.1875
165727,,C ETHYL ALC 70P 60ML,PCS,-254,9.96429,-2530.92966
165812,,GINGA TB LMN 100G,PACK,-4,88.39286,-353.57144
165813,,CS FRSH n HYD HF 10ML,PCS,-36,5,-180
165859,,Y FAN FB PDR WHT 50G,PCS,-2,11.02679,-22.05358
165861,,Y FAN FB PDR PNK 50G,PCS,-4,11.02679,-44.10716
165862,,D ACTV DRY YEAST 500G,PACK,-3,70.3125,-210.9375
165966,,B 127 FLOWER POT,PCS,-2,23.4375,-46.875
165969,,B 129 FLOWER POT,PCS,-1,33.48214,-33.48214
165970,,B 130 FLOWER POT,PCS,-1,36.83036,-36.83036
165974,,B 132 FLOWER POT,PCS,-2,58.70536,-117.41072
165989,,J WAF CHSY D 150G,PACK,-1,78.23214,-78.23214
165993,,DD DWL LEMON 1GAL,GAL,-20,151.78571,-3035.7142
166014,,DD DWL KAL 1GAL,GAL,-13,151.78571,-1973.21423
166021,,SG KC THRPY CO 6+1/22ML,PACK,-1,32.14286,-32.14286
166035,,DD DWL UNS 1GAL,GAL,-4,151.78571,-607.14284
166038,,DD HW FRESH 1GAL,GAL,-1,200.89286,-200.89286
166040,,DD FC BLUE SS 1GAL,GAL,-4,191.96429,-767.85716
166056,,HS SH MEN OS 720ML,PCS,-1,386.42857,-386.42857
166060,,HS SH MEN OS 12ML,PCS,-273,4.4375,-1211.4375
166061,,SOLV DWL CAL 30ML,PCS,-11,3.97321,-43.70531
166062,,SOLV DWL CAL 65ML,PCS,-12,7.8125,-93.75
166068,,BLST AB HW MEN 60s,PACK,-2,72.08036,-144.16072
166103,,WOW U AFR 155G,CAN,-458,10.82143,-4956.21494
166104,,WU CALDRTA 155G,CAN,-343,10.82143,-3711.75049
166105,,WOW U ADOBO 155G,CAN,-565,10.82143,-6114.10795
166106,,SM MILK CHOCO 26G,PCS,-232,8.92857,-2071.42824
166137,,IS TOCINO MM 70G,PACK,-6,16.07143,-96.42858
166145,,555 TS CAL 155G,CAN,-24,19.82143,-475.71432
166148,,555 TS PAKSIW 155G,CAN,-108,19.82143,-2140.71444
166167,,RICHOCO BR 330G,CAN,-21,73.66071,-1546.87491
166176,,CL 70P ISO ALC 500ML,PCS,-4,75.89286,-303.57144
166177,,ZIM SS TVP JR 75x75,PACK,-16,31.08929,-497.42864
166228,,SEL F LF CHOCO 245ML,PCS,-65,12.75893,-829.33045
166229,,SEL FORT LF CHOCO 1L,BOX,-21,46.76786,-982.12506
166230,,EGO RNBW BALLGUM 24s,PACK,-86,15,-1290
166233,,LICEALIZ SHP REG 10ML,PCS,-65,6.75893,-439.33045
166295,,BELTRAN BASKET WALLET,PCS,-1,26.78571,-26.78571
166326,,RAM PRM LINGUINE 500G,PACK,-16,39.74107,-635.85712
166343,,CHIC NC SP PLTNM 11ML,PCS,-4,29.46429,-117.85716
166344,,CHIC NC PER RED 11ML,PCS,-8,29.46429,-235.71432
166348,,CHIC NC S WHT 11ML,PCS,-8,29.46429,-235.71432
166360,,JBB WIPES SC TP 20s,PACK,-1,61.96429,-61.96429
166361,,JBB WIPES MESSY T TP 20s,PACK,-1,44.59821,-44.59821
166372,,S EXACTA 2 WPB2F1,PACK,-26,30,-780
166381,,SAN KT MAX 3P 125p,ROLL,-15,111.60714,-1674.1071
166385,,CS TK HF 10ML,PCS,-753,4.86607,-3664.15071
166388,,CS TK HF 340ML,PCS,-16,208.79464,-3340.71424
166392,,CS TK HF 170ML,PCS,-12,119.91071,-1438.92852
166407,,M BANANA BAR 10/20G,PACK,-40,59.66071,-2386.4284
166413,,OS BS WLFTHRN 17ML,PCS,-4,57.8125,-231.25
166436,,GP IOD SALT 250G,PACK,-76,0,0
166438,,GP IODIZED SALT 1KL,PACK,-152,6.6965,-1017.868
166442,,CHOCO MUCH WHT 33G,PCS,-1000,4.19643,-4196.43
166461,,KIM SARD CURRY 155G,CAN,-17,14.28571,-242.85707
166483,,CAMIA RICE 25KLS,SACK,-215,745,-160175
166484,,LOOT BAG FOIL 10s,PACK,-1,22.32143,-22.32143
166485,,CAMIA RICE PLSTK 2KG,PACK,-9,0,0
166487,,H GENTLE BT PINK 4r,PACK,-67,21.78583,-1459.65061
166489,,I SKY IODIZED SALT 250G,PACK,-560,1.96438,-1100.0528
166490,,I SKY IODIZED SALT 500G,PACK,-248,0,0
166491,,I SKY IODIZED SALT 1KL,PACK,-179,0,0
166494,,CELL 1 1/2X10 PE I SKY,PACK,-24,0,0
166523,,DANES B CHSE SNGL 35G,PCS,-17,8.92857,-151.78569
166528,,DANES B CHSE EM 165G,PCS,-12,71.42857,-857.14284
166539,,R1020 R ROPE 10x20m,ROLL,-1,174.10714,-174.10714
166622,,KOKO KRUNCH DUO 330G,BOX,-24,114.50893,-2748.21432
166633,,CDO NDC GREEN 240G,PCS,-37,17.91964,-663.02668
166634,,SCHICK EXACTA 2 BPB2,PACK,-19,23.88393,-453.79467
166695,,RAM SALAD MAC 200G,PACK,-28,12.9375,-362.25
166699,,JBB COL FOR MINE 25ML,PCS,-10,12.32143,-123.2143
166700,,JBB COL FOR MINE 50ML,PCS,-6,21.26786,-127.60716
166705,,MYRA CL WHTNG VL 200ML,PCS,-34,139.75,-4751.5
166709,,TAIPAN BBQ SCE 550G,PCS,-2,30.69643,-61.39286
166745,,CHUM MCKRL TS 155G,CAN,-229,15.625,-3578.125
166753,,TT WAF CHO VAN 10/18G,PACK,-5,38.66071,-193.30355
166754,,TT SWT CORN SUP 10/18G,PACK,-4,38.66071,-154.64284
166756,,TT WAF MILK BTR 10/18G,PACK,-3,38.66071,-115.98213
166768,,EDN MELT SRAP 165G,PCS,-48,49.32143,-2367.42864
166780,,MC AFS TONKATSU 110G,PACK,-1,50.70536,-50.70536
166787,,EQ PANTS XXL 66s,PACK,-3,445.79464,-1337.38392
166788,,T CHOCO MASK 100s,JAR,-5,71.41071,-357.05355
166793,,MJ ISDALICIOUS 80G,PACK,-80,12.85714,-1028.5712
166795,,MJ ISDALICIOUS 26G,PCS,-90,4.77679,-429.9111
166806,,RAM SALAD MAC 1KL,PACK,-21,53.48214,-1123.12494
166807,,RAM SALAD MAC 400G,PACK,-38,22.6875,-862.125
166830,,S N FREE SGEL ASSTD 10G,PCS,-786,0.88022,-691.85292
166832,,CHAR FEM P HF NU 8s,PACK,-272,0,0
166842,,NESTOGEN LR 3 340G,BOX,-9,115.99107,-1043.91963
166849,,OETTINGER PILS 500ML,CAN,-1,49.10714,-49.10714
166855,,LECHON THREAD,PCS,-156,0,0
166857,,DEL FS LAVENDER 22ML,PCS,-54,2.41071,-130.17834
166859,,DEL FS SF BLUE 1L,PACK,-1,0,0
166916,,MASTER S TS GRN 155G,CAN,-1,8.78571,-8.78571
166925,,M PRM SARD TS GRN 155G,CAN,-2,9.76786,-19.53572
166932,,OM IODIZED SALT 250G,PACK,-477,0,0
166933,,OM IODIZED SALT 500G,PACK,-313,0,0
166959,,AL DP MASK BLUE,PCS,-4670,0.75,-3502.5
166960,,AL DP MASK PINK,PCS,-105,0.98214,-103.1247
166971,,AL CONDNSDA VP 560G,PACK,-48,48.34821,-2320.71408
167010,,OVALTINE AIO 260G,PACK,-46,50.82143,-2337.78578
167013,,BOP COND SHP 275ML,PCS,-1,0,0
167014,,MYRA CL WHTNG VL 400ML,PCS,-7,249.22321,-1744.56247
167019,,QC OVRLD C SBRY 30G,PCS,-140,46.875,-6562.5
167048,,SUGO HONEY R PNT 20s,PACK,-3,15.65179,-46.95537
167049,,CTP TAS OM 50ML,PCS,-42,27.58929,-1158.75018
167056,,CR BT 2PLY 12rolls,PACK,-8,0,0
167057,,CR T NAPKIN FLAT 80sht,PACK,-1,0,0
167063,,CDO KAONG RED 240G,PCS,-31,24.01786,-744.55366
167108,,P WB PINK L FFOAM 10G,PCS,-38,9.02679,-343.01802
167143,,COL TB CLASSIC CHILD FW,PCS,-145,8.32143,-1206.60735
167172,,RAM TOM PASTE 500G,PACK,-33,42.61607,-1406.33031
167173,,POCARI SWEAT 350ML,PCS,-151,15.58036,-2352.63436
167174,,S CC MINI C SW 10/20G,PACK,-55,27.23214,-1497.7677
167175,,SF FIT OAT FIBER C 10/25G,PACK,-34,35.71429,-1214.28586
167216,,GLEAM LIQ SOSA 1L wf,PACK,-6,123.88393,-743.30358
167223,,PONY CLOTH BLACK,PCS,-1,4.46429,-4.46429
167247,,050 METAL HAIRBAND,PCS,-19,11.3125,-214.9375
167255,,I SKY REF SUGAR 24/10G,PACK,-41,0,0
167275,,RAM TOM SCE FS 115G,PACK,-144,9.1875,-1323
167276,,RAM TOM SCE FS 250G,PACK,-188,13.82143,-2598.42884
167279,,ARIEL SCRBR BAR 125G,PCS,-110,8.625,-948.75
167280,,GIV SOAP WHITE 76G,PCS,-17,6.25,-106.25
167286,,CF SUPERDRY FLAT 15s,PACK,-194,16.41964,-3185.41016
167288,,CF BREATHABLE FLAT 15s,PACK,-124,16.41964,-2036.03536
167290,,ANGEL COF CRMR 5G,PCS,-204,1.10714,-225.85656
167291,,ANGEL COF CRMR 80G,PACK,-28,12.63393,-353.75004
167296,,MYRA WHTNG PLS VL 50ML,PCS,-4,54.34821,-217.39284
167306,,COB ENRGY D 350ML,PCS,-99,13.39286,-1325.89314
167308,,VSM ORG 300ML+CT 95G,PACK,-9,45.82143,-412.39287
167309,,RAM ACV 500ML,PCS,-1,167.11607,-167.11607
167310,,CB S BAWANG GRLIC 50G,PCS,-134,4.52679,-606.58986
167323,,BX 43 STEEL STRNER,PCS,-2,49.10714,-98.21428
167333,,MILKITA ORIG CNDY 30s,PACK,-26,15.95536,-414.83936
167334,,M MELON MILK CNDY 30s,PACK,-16,15.95536,-255.28576
167341,,M ASSTD FLVR MILK 200s,JAR,-3,106.60714,-319.82142
167348,,COLA CANDY JAR 200s,JAR,-12,79.89286,-958.71432
167353,,SPLIT LEMON 200s,JAR,-3,79.89286,-239.67858
167355,,JAGOAN NEON C H 30s,PACK,-12,12.17857,-146.14284
167358,,S ZUPER SOUR ASSTD 200s,JAR,-4,79.89286,-319.57144
167378,,DING DONG MIXED 100G,PACK,-239,9.89286,-2364.39354
167383,,LIBERTY IC CONES,PCS,-1840,0.49107,-903.5688
167384,,FARLIN SN SMALL 3s,CARD,-2,40.36607,-80.73214
167386,,CB SUPER BAW MIX 50G,PCS,-94,4.54464,-427.19616
167387,,MUNCHER CTD PEAS 12s,PACK,-84,8.75,-735
167392,,L NAPOLITANER 45G,PCS,-39,19.07143,-743.78577
167399,,BASSO EV OLV OIL 500ML,BOT,-3,168.75,-506.25
167449,,MYRA WHTNG PLS VL 100ML,PCS,-18,93.16964,-1677.05352
167451,,SSK SH ST LNG 180ML,PCS,-2,71.20536,-142.41072
167452,,SSK SH SL 350ML,PCS,-21,139.73214,-2934.37494
167465,,WS BAR FL FRSH 390G,BAR,-110,15.17857,-1669.6427
167504,,COMBI TRI CHOCO 10s,PACK,-838,29.86607,-25027.76666
167505,,WIPE OUT 250G,CAN,-4,35.71429,-142.85716
167506,,WIPE OUT 145G,PCS,-6,28.125,-168.75
167517,,GT WHT CREMA 30G,PCS,-293,5,-1465
167518,,GT WHT CRMA 50G,PCS,-1035,8.04464,-8326.2024
167520,,CC SPCL BHN Y 1KL,PACK,-23,38.48214,-885.08922
167522,,WS BAR CAL CLEAN 150G,PCS,-3,6.25,-18.75
167540,,MS OYSTER SCE 1/2GAL,HGAL,-22,178.34821,-3923.66062
167551,,CEL H EXFOL FW 60ML,PCS,-12,73.75,-885
167552,,CEL H EXFOL FW 100ML,PCS,-6,108.6875,-652.125
167556,,KERATIN PLUS BLK 20G,PCS,-4743,4.46429,-21174.12747
167559,,HAP TP G SENSTVE 100ML,PCS,-1,67.54464,-67.54464
167570,,WD BB SHP 100ML,PCS,-1,43.52679,-43.52679
167572,,HOBE EXP CHKN G 52G,PACK,-30,4.34821,-130.4463
167573,,HOBE EXP SFOOD G 52G,PACK,-14,4.34821,-60.87494
167574,,HOBE EXP ORIENTAL 65G,PACK,-16,4.34821,-69.57136
167577,,CHAR PL B GRN TEA 8s,PACK,-125,9.17857,-1147.32125
167578,,CHAR PL B GRN TEA 20s,PACK,-225,19.60714,-4411.6065
167599,,FUNKY HOT SPCY 23G,PCS,-1239,3.73214,-4624.12146
167600,,FUDGEE BAR COMBO 10s,PACK,-1431,44.30357,-63398.40867
167603,,TISYU KIT TOWEL AP 4r,PACK,-16,90.3125,-1445
167619,,DM VG WC SML GRN,PCS,-2,21.42857,-42.85714
167635,,RAM I SALT COARSE 250G,PACK,-11,0,0
167646,,COL TP GRF TP 24G,PCS,-4212,4.6875,-19743.75
167647,,COL FC CC SPICY TP 22G,PCS,-3009,4.6875,-14104.6875
167648,,CFC CC KOOL MF T 22G,PCS,-4458,4.6875,-20896.875
167706,,NIV EBF Q10 RO 25ML,PCS,-19,34.36607,-652.95533
167707,,NIV EBF Q10 RO 50ML,PCS,-9,60.84821,-547.63389
167712,,DUNDEES PATATAS S,PACK,-1,12.05357,-12.05357
167782,,CKEYK N CHOCO 10/34G,PACK,-25,42,-1050
167783,,SUMMIT STILL WTR 1L,PCS,-1,38.83929,-38.83929
167813,,CR SP ODONG 10s,PACK,-374,0,0
167815,,HF SP MISUA WHT 12s,PACK,-101,0,0
167816,,HF SP MISUA WHT 20s,PACK,-142,0,0
167821,,HF FRESH MIKI 500G,PACK,-30,12.2145,-366.435
167850,,HF SP ODONG SHRT 12s,PACK,-112,0,0
167851,,HF SP ODONG SHRT 10s,PACK,-274,0,0
167852,,HF SP ODONG LNG 6s,PACK,-36,0,0
167853,,CR SP ODONG 6s,PACK,-363,0,0
167855,,APOLLO PET JELLY 50G,PCS,-25,31.09821,-777.45525
167860,,WH BM CRM WAF 10s,PACK,-4,20.17857,-80.71428
167863,,SUMMIT SPRK WTR 1L,PCS,-6,38.83929,-233.03574
167864,,SUMMIT SPRK WTR 330ML,PCS,-1,27.23214,-27.23214
167865,,SUMMIT STILL WTR 330ML,PCS,-1,27.23214,-27.23214
167869,,VM BNNA SM 300ML,PCS,-164,19.71429,-3233.14356
167878,,DM FNR PA 6/330ML Sv5,PACK,-2,124.23214,-248.46428
167879,,DM FNR 4S 6/330ML S5,PACK,-1,124.23214,-124.23214
167889,,TISOY SC VIN XH 750ML,BOT,-1,116.07143,-116.07143
167899,,JERSEY SC FM 1KG,CAN,-72,69.54464,-5007.21408
167904,,GC GP NS SANTZR 40ML,PCS,-31,29.24107,-906.47317
167907,,GC GP NS SANTZR 250ML,PCS,-6,34.82143,-208.92858
167908,,GC ETHYL AM 70P P 500ML,PCS,-10,66.96429,-669.6429
167909,,GC ETHYL AM 70P P 1L,PCS,-6,120.53571,-723.21426
167910,,DEL GP SOFTENER 26ML,PCS,-69,3.25893,-224.86617
167923,,NOV ZHP HC N BLACK 6G,PCS,-4,25.89286,-103.57144
167924,,NOV ZHP HC N BRWN 6G,PCS,-14,25.89286,-362.50004
167928,,NOV ZHP HC C BRWN 6G,PCS,-8,25.89286,-207.14288
167932,,NOV ZHP HC CRM RED 6G,PCS,-4,25.89286,-103.57144
167933,,NOV ZHP W/KER NBLK 6G,PCS,-7,25.89286,-181.25002
167934,,NOV ZHP W/KR N BRW 6G,PCS,-2,25.89286,-51.78572
167935,,NOV ZHP W/KR C BRW 6G,PCS,-2,25.89286,-51.78572
167936,,NOV ZHP W/KR X RED 6G,PCS,-1,25.89286,-25.89286
167941,,DOWNY SWT HRT 6+1/20ML,PACK,-137,23.92857,-3278.21409
167946,,BRZ LD ROSE GLD P 980ML,PCS,-7,114.77679,-803.43753
167960,,NEL SP MISUA W 6s,PACK,-259,3.92857,-1017.49963
167961,,HF SP MISUA WHT 6s,PACK,-448,3.92857,-1759.99936
167964,,HF SP SUN MIKI 450G,PACK,-22,27.5,-605
167966,,EQ DRY DIAP MP NB 4s,PACK,-18,0,0
167968,,CREDO BREAD IMP 1KL,PACK,-2,0,0
167970,,PAU DE ARCO OIL R 10ML,PCS,-18,28.125,-506.25
167971,,PAU DE ARCO OIL 30ML,PCS,-133,50.625,-6733.125
167972,,PAU DE ARCO OIL 60ML,PCS,-192,84.39286,-16203.42912
167997,,PINKYS PATATAS 120G,PACK,-4,10.71429,-42.85716
167998,,PINKYS GALLETAS IP 180G,PACK,-5,25.89286,-129.4643
168007,,R NELITA F MIKI 250G,PACK,-33,0,0
168019,,CARESS MAT PADS 8s,PACK,-4,37.64286,-150.57144
168029,,LM INST L BATCHOY 55G,PACK,-255,10.66071,-2718.48105
168030,,LM INST BULALO 55G,PACK,-270,10.66071,-2878.3917
168036,,D CKNG n BKNG PAPER,ROLL,-1,129.46429,-129.46429
168037,,MP CONC CRM FAIR 10G,PCS,-48,15.625,-750
168050,,BAGUIO OIL PCH 40ML,PCS,-170,3.75,-637.5
168076,,BIO ISO ALC 70P 1GAL,GAL,-2,446.42857,-892.85714
168078,,MILKTA LP CRML 10s,PCS,-150,29.46429,-4419.6435
168081,,IMMUNIPLUS THD 12ML,PCS,-497,8.03571,-3993.74787
168087,,HF MID PANTS SML 30s,PACK,-3,148.10714,-444.32142
168090,,HF MID PANTS XL 30s,PACK,-16,198.52679,-3176.42864
168092,,MILKTA LP ASTD 6/10s,PACK,-3,195.53571,-586.60713
168113,,HOPE P BUTTER 20/10G,PACK,-9,14.22321,-128.00889
168125,,HOPE MILKY ANMAL 20/10G,PACK,-10,14.22321,-142.2321
168130,,MS BBQ MARINADE 1GAL,GAL,-2,310.9375,-621.875
168131,,MS OYSTER SCE 1GAL,GAL,-7,366.07143,-2562.50001
168152,,ZESTY CHEEPEE 12/10G,PACK,-48,8.75,-420
168178,,MYRA WHTNG PLS VL 200ML,PCS,-9,161.49107,-1453.41963
168184,,PONDS CRM WB TN UP 6G,PCS,-118,11.47321,-1353.83878
168189,,C9 GOLD ALM F 36G,PCS,-111,12.85714,-1427.14254
168190,,GANADO HD ML 150G,CAN,-13,16.25893,-211.36609
168216,,G S WAX PWR SPKES 3G,PCS,-51,3.16071,-161.19621
168228,,RAM CORN STARCH 75G,BOX,-20,6.15179,-123.0358
168229,,RAM C STARCH 200G,BOX,-31,12.30357,-381.41067
168230,,RAM C STARCH 400G,BOX,-50,23.9375,-1196.875
168236,,G KIKIAM TRAY SLVR 50s,PACK,-2,16.51786,-33.03572
168237,,G HOTDOG TRAY SLVR 50s,PACK,-2,17.41071,-34.82142
168307,,SUGO CN GARLIC 50G,PACK,-6,5,-30
168323,,CB 712 FAN CTNG BRD,PCS,-18,72.76786,-1309.82148
168331,,H GENTLE BT ORGE 9r,PACK,-27,0,0
168332,,H GENTLE BT ORGE 12r,PACK,-11,0,0
168338,,MYRA F GLW SF FM 40ML,PCS,-5,81.51786,-407.5893
168339,,MRYA FG SF FM 7ML,PCS,-84,8.54464,-717.74976
168340,,MYRA SG NTDS 50ML,PCS,-8,58.23214,-465.85712
168400,,CHIC NC EMPRESS 11ML,PCS,-5,29.46429,-147.32145
168406,,GW RD TPCK HRT/AP,PCS,-13,2.60714,-33.89282
168433,,DR AL PPYA WS 65G,PCS,-33,13.39286,-441.96438
168434,,DR A PPYA WS 90G,PCS,-4,24.77679,-99.10716
168435,,DR A PPYA WS 135G,PCS,-5,31.02679,-155.13395
168437,,DR A PPYA WS 2/135G,PACK,-3,58.03571,-174.10713
168485,,BLACK B HO VIT E 30ML,PCS,-16,11.19643,-179.14288
168486,,BLACK B GOLD SHP 10ML,PCS,-44,6.63393,-291.89292
168487,,BLACK B GOLD SHP 120ML,PCS,-1,59.08929,-59.08929
168489,,BLACK B SILK COND 10ML,PCS,-9,6.63393,-59.70537
168490,,BLACK B SILK COND 120ML,PCS,-1,59.08929,-59.08929
168491,,BLACK B SILK COND 500ML,PCS,-1,196.75893,-196.75893
168504,,EVER NDC 24s,PACK,-106,11.60714,-1230.35684
168520,,3724 2 HAIR BAND,PCS,-4,4.75893,-19.03572
168526,,NELITA SP SD MIKI 225G,PACK,-41,0,0
168527,,HF SUN MIKI 225G,PACK,-41,13.75,-563.75
168528,,CR SP SDRIED MIKI 225G,PACK,-112,13.75,-1540
168529,,CR SP SUN MIKI 450G,PACK,-20,27.5,-550
168605,,MYRA SMTH G NDS FW 10ML,PCS,-1,11.64286,-11.64286
168609,,BLISS LUB CLASSIC 3s,BOX,-2,36.47321,-72.94642
168626,,EL R CARNE NORTE 150G,CAN,-19,14.60714,-277.53566
168658,,NIV LC FOR MEN 4.8G,PCS,-1,47.94643,-47.94643
168677,,HF KIKIAM TRAY W 50s,PACK,-74,15.08929,-1116.60746
168680,,PRM CONDM CWM 3s,BOX,-1,46.42857,-46.42857
168689,,L BANANA CATSUP 330G,PCS,-137,8.69643,-1191.41091
168690,,L BANANA CATSUP 550G,PCS,-28,14.41964,-403.74992
168691,,L BANANA CATSUP 1L,PCS,-37,22.14286,-819.28582
168695,,L OYSTER SAUCE 170G,PCS,-1,19.89286,-19.89286
168696,,L BBQ MARINADE 150ML,PCS,-3,18.53571,-55.60713
168698,,EL RANCHO BLOAF 100G,CAN,-3,8.34821,-25.04463
168704,,EMPEROR C STARCH 1KL,BOX,-12,60.71417,-728.57004
168847,,MYRA FG NO FW 50ML,PCS,-3,58.23214,-174.69642
168867,,COL TP T12 PC 90G/80G,PCS,-11,50.875,-559.625
168868,,COL TP T12 PC 150G,PCS,-15,75.0625,-1125.9375
168869,,GAR NB WHTN 480G,PACK,-16,50.89286,-814.28576
168872,,LDS CRISP BERRY 170G,PCS,-4,117.72321,-470.89284
168873,,LDS CR BERRY 340G,PCS,-1,194.77679,-194.77679
168874,,LDS CR BERRY 510G,PCS,-3,247.54464,-742.63392
168953,,B PORE REF W TONER 60ML,PCS,-5,33.8125,-169.0625
168954,,B PORE REF W TNER 100ML,PCS,-6,51.16964,-307.01784
168956,,BELO SH WHT TNR 100ML,PCS,-3,49.72321,-149.16963
168970,,SW ADV PW SOAP 65G,PCS,-95,16.29464,-1547.9908
169021,,LOBOC SALABAT 100G,PACK,-1,11.60714,-11.60714
169022,,LOBOC SALABAT 50G,PACK,-3,9.82143,-29.46429
169023,,LOBOC SALABAT 15G,PCS,-60,2.67857,-160.7142
169046,,UFC TOM SCE GUI 115G,PCS,-9,8.8125,-79.3125
169062,,PANDA RICE 25KLS,BAG,-237,820,-194340
169063,,WASHINGTON RICE 25KLS,BAG,-360,0,0
169067,,WS BAR CAL CLEAN 390G,BAR,-115,15.17857,-1745.53555
169068,,MAR BM PC/CB 100ML,PCS,-2,41.72321,-83.44642
169070,,MAR BM FC/WG 100ML,PCS,-2,41.72321,-83.44642
169071,,MAR BM FS/SP 100ML,PCS,-1,41.72321,-41.72321
169077,,MSB COT DMAT SQ SML,PCS,-98,0,0
169147,,SPEED BP P WHTNR 90G,PCS,-54,8.27679,-446.94666
169148,,SPD BP P WHTNR 500G,PCS,-13,35.39286,-460.10718
169149,,RAM IOD SALT CORSE 1KL,PACK,-6,19.64286,-117.85716
169203,,CUP TP GRN 2/10G,PCS,-525,4.39286,-2306.2515
169205,,CUP RED HOT 2/10G,PCS,-630,4.39286,-2767.5018
169206,,MYRA WHTNG BS 90G,PCS,-22,25.90179,-569.83938
169320,,UNIPAK SQUID SS 155G,CAN,-64,13.83929,-885.71456
169322,,TOYO SARD CHILI 155G,CAN,-13,8.30357,-107.94641
169323,,NF SOUR PLUM 24s,PACK,-3,15.47321,-46.41963
169407,,GIL 1857 VODKA 700ML,BOT,-17,105,-1785
169608,,UFC TOM SCE GSDO 200G,PACK,-6,10.875,-65.25
169609,,UFC TOM SCE GSDO 1KL,PACK,-8,46.38393,-371.07144
169626,,B BRAND PMD 320G,PACK,-2061,78.61607,-162027.7203
169627,,B BRAND IRON 700G/750G,PACK,-632,73.75,-46610
169633,,B BRAND PDR MILK 33G,PCS,-40228,7.58929,-305301.9581
169650,,OISHI SPONGE C CHO 120G,PCS,-18,20.29464,-365.30352
169653,,S CHOICE BT 2PLY 1r,ROLL,-8,13.25893,-106.07144
169664,,GLUTA C IW TNR 100ML/150ML,PCS,-8,121.25,-970
169670,,WS BAR SUP BLUE 390G,BAR,-26,15.17857,-394.64282
169675,,HAPEE KD TP SBERRY 40G,PCS,-43,18.70536,-804.33048
169676,,HAPEE KD TP TF TWST 40G,PCS,-22,18.70536,-411.51792
169677,,HAPEE KD TP ORNG SQ 40G,PCS,-24,16.56705,-397.6092
169719,,SW ADV GLUTA VIT C 90G,PCS,-5,37.20536,-186.0268
169726,,REX RO QNTM DRY 50ML,PCS,-65,50.09821,-3256.38365
169727,,REX RO QUANTUM 25ML,PCS,-12,20.9375,-251.25
169729,,REX RO ICECOOL 25ML,PCS,-23,20.9375,-481.5625
169730,,WHISPER CS ON L W 8s,PACK,-16,35.08929,-561.42864
169759,,HONNEE PIE SBERRY 24s,PACK,-58,18.80357,-1090.60706
169771,,CB CHILI CHSE SP 70G,PCS,-68,6.08929,-414.07172
169785,,BIGEN HD R D AUBURN,PCS,-3,41.78571,-125.35713
169788,,CREAM O DELUXE 10s,PACK,-17,40.44643,-687.58931
169791,,WING TABLE NAP 1KL,PACK,-2,60.71429,-121.42858
169860,,MILKITA LPOP ASSTD 15s,PACK,-12,42.58929,-511.07148
169873,,WL P SEC FW 150ML,PCS,-19,120.53571,-2290.17849
169933,,V SPAG MS W/SSAGE 380G,CAN,-31,36.42857,-1129.28567
